set_no,name,theme_group,theme,subtheme,year,dimensions,weight,piece_cnt,minifig_cnt,inventory_url,minifig_url,store_price,current_price,rating_value,rating_votes,tags,set_type,packaging,notes
1361-1,Camera Car,Modern day,Studios,,2001,,,20,1,/inventories/1361-1,/minifigs/inset-1361-1,$3.00,"New: $10, Used: $4",4.5,2,"Car, Camera",Normal,Box,Same as 1422-1 
1362-1,Air Boat,Modern day,Studios,,2001,,,24,1,/inventories/1362-1,/minifigs/inset-1362-1,$3.00,"New: $7, Used: $5",2.0,2,Airboat,Normal,Box,Same as 1423-1 
1363-1,Stunt Go-Cart,Modern day,Studios,,2001,,,25,1,/inventories/1363-1,/minifigs/inset-1363-1,$3.00,"New: $5, Used: $2",2.0,1review,Racing,Normal,Box,Same as 1424-1 
1370-1,Raptor Rumble,Modern day,Studios,Jurassic Park III,2001,,,157,3,/inventories/1370-1,/minifigs/inset-1370-1,"£14.99, $20.00","New: $65, Used: $30",3.8,8,"Johnny Thunder, Camera, Dinosaur, Raptor, Pteranodon",Normal,Box,
1371-1,Spinosaurus Attack,Modern day,Studios,Jurassic Park III,2001,,,155,2,/inventories/1371-1,/minifigs/inset-1371-1,"£24.99, $35.00","New: $190, Used: $51",4.8,4,"Aircraft, Camera, Dinosaur, Airplane, Spinosaurus",Normal,Box,
1388-1,Huki,Constraction,Bionicle,Matoran,2001,,,8,0,,,$2.00,"New: $18, Used: $9",4.1,14,"Polybag, Mcdonalds, Kanohi, Stone, Tohunga",Normal,Polybag,"Promotional release with McDonalds, US. Set 1 of 6. Also one of twelve sets given away free in C1000 supermarkets in Holland (2003)."
1389-1,Onepu,Constraction,Bionicle,Matoran,2001,,,8,0,,,$2.00,"New: $15, Used: $12",4.2,15,"Polybag, Mcdonalds, Kanohi, Earth, Tohunga",Normal,Polybag,"Promotional release with McDonalds, US. Set 2 of 6."
1390-1,Maku,Constraction,Bionicle,Matoran,2001,,,8,0,,,$2.00,"New: $20, Used: $11",4.2,13,"Polybag, Female, Mcdonalds, Kanohi, Water, Tohunga",Normal,Polybag,"Promotional release with McDonalds, US. Set 3 of 6."
1391-1,Jala,Constraction,Bionicle,Matoran,2001,,,8,0,,,$2.00," New: $22, Used: $14",4.5,12,"Polybag, Fire, Mcdonalds, Kanohi, Tohunga",Normal,Polybag,"Promotional release with McDonalds, US. Set 4 of 6."
1392-1,Kongu,Constraction,Bionicle,Matoran,2001,,,8,0,,,$2.00,"New: $22, Used: $11",4.2,10,"Polybag, Mcdonalds, Kanohi, Air, Tohunga",Normal,Polybag,"Promotional release with McDonalds, US. Set 5 of 6."
1393-1,Matoro,Constraction,Bionicle,Matoran,2001,,,8,0,/inventories/1393-1,,$2.00,"New: $19, Used: $10",4.0,10,"Polybag, Mcdonalds, Ice, Kanohi, Tohunga",Normal,Polybag,"Promotional release with McDonalds, US. Set 6 of 6. Also one of twelve sets given away free in C1000 supermarkets in Holland (2003)."
1403-1,Racing Leopard,Pre-school,Duplo,,2001,,,2,1,,/minifigs/inset-1403-1,"£2.99, $3.00","New: Not known, Used: $6",,,,Normal,,Became part of the LEGO Explore Together theme in 2002.
1404-1,Racing Tiger,Pre-school,Duplo,,2001,,,2,1,,/minifigs/inset-1404-1,"£2.99, $3.00","New: $6, Used: $6",,,,Normal,,Became part of the LEGO Explore Together theme in 2002.
1405-1,Racing Lion,Pre-school,Duplo,,2001,,,2,1,,/minifigs/inset-1405-1,"£2.99, $3.00","New: $5, Used: $5",,,,Normal,,Became part of the LEGO Explore Together theme in 2002.
1406-1,Nursing the Baby,Pre-school,Duplo,,2001,,,5,1,/inventories/1406-1,/minifigs/inset-1406-1,£2.99,"New: $11, Used: $5",,,,Normal,,Became part of the LEGO Explore Together theme in 2002.
1407-1,Cooking with Mummy,Pre-school,Duplo,,2001,,,6,1,/inventories/1407-1,/minifigs/inset-1407-1,£2.99,"New: $11, Used: Not known",3.0,1review,,Normal,,Became part of the LEGO Explore Together theme in 2002.
1408-1,Walking the dog with Daddy,Pre-school,Duplo,,2001,,,4,1,,/minifigs/inset-1408-1,£2.99,"New: $7, Used: Not known",3.0,1review,,Normal,,Became part of the LEGO Explore Together theme in 2002.
1411-1,Pirates Treasure Hunt,Modern day,Studios,,2001,,,31,4,/inventories/1411-1,/minifigs/inset-1411-1,$0.00,"New: $19, Used: $10",4.5,6,"Captain Red Beard, Polybag, Camera, Skeletons, Pirates",Normal,Polybag,Promotional release with Quaker Oats breakfast cereals. [US]
1413-1,Rover,Action/Adventure,Space,Life On Mars,2001,,,29,1,/inventories/1413-1,/minifigs/inset-1413-1,,"New: Not known, Used: $9",4.0,1review,"Polybag, Kabaya",Normal,Polybag,Packaged with Kabaya sweets in Japan. Polybag version of 7301-1 7309-1 
1414-1,Double Hover,Action/Adventure,Space,Life On Mars,2001,,,21,1,/inventories/1414-1,/minifigs/inset-1414-1,,"New: Not known, Used: Not known",,,"Polybag, Spaceship, Kabaya, Mars",Normal,Polybag,Packaged with Kabaya sweets in Japan. Polybag version of 7300-1 7308-1 
1415-1,Jet Scooter,Action/Adventure,Space,Life On Mars,2001,,,24,1,/inventories/1415-1,/minifigs/inset-1415-1,,"New: $9, Used: Not known",,,"Polybag, Spaceship, Kabaya, Mars",Normal,Polybag,Packaged with Kabaya sweets in Japan.Polybag version of 7303-1 
1416-1,Worker Robot,Action/Adventure,Space,Life On Mars,2001,,,30,1,/inventories/1416-1,/minifigs/inset-1416-1,,"New: $13, Used: Not known",,,"Polybag, Mech, Kabaya, Mars",Normal,Polybag,Packaged with Kabaya sweets in Japan.Polybag version of 7302-1 
1417-1,Vakama,Constraction,Bionicle,Turaga,2001,,,28,0,/inventories/1417-1,,,"New: $22, Used: Not known",3.0,1review,"Polybag, Fire, Kabaya, Kanohi",Normal,Polybag,Packaged with Kabaya sweets in Japan. Same as 8540-1 
1418-1,Matau,Constraction,Bionicle,Turaga,2001,,,26,0,/inventories/1418-1,,,"New: $19, Used: $5",4.5,2,"Polybag, Kabaya, Kanohi, Air",Normal,Polybag,Packaged with Kabaya sweets in Japan.Same as 8541-1 
1419-1,Nokama,Constraction,Bionicle,Turaga,2001,,,27,0,/inventories/1419-1,,,"New: $14, Used: $5",3.0,1review,"Polybag, Female, Kabaya, Kanohi, Water",Normal,Polybag,Packaged with Kabaya sweets in Japan. Same as 8543-1 
1420-1,Nuju,Constraction,Bionicle,Turaga,2001,,,29,0,/inventories/1420-1,,,"New: $48, Used: $8",3.0,1review,"Polybag, Ice, Kabaya, Kanohi",Normal,Polybag,Packaged with Kabaya sweets in Japan. Same as 8544-1 
1421-1,Director's Copter,Modern day,Studios,,2001,,,22,1,/inventories/1421-1,/minifigs/inset-1421-1,,"New: $5, Used: Not known",,,"Polybag, Aircraft, Helicopter, Camera, Kabaya, Microlight",Normal,Polybag,Packaged with Kabaya sweets in Japan. Same as 1360-1 
1422-1,Camera Cart,Modern day,Studios,,2001,,,20,1,/inventories/1422-1,/minifigs/inset-1422-1,,"New: $5, Used: Not known",4.0,1review,"Polybag, Camera, Kabaya",Normal,Polybag,Packaged with Kabaya sweets in Japan. Same as 1361-1 
1423-1,Air Boat,Modern day,Studios,,2001,10.2 x 13.7 x 3.5 cm (4 x 5.4 x 1.4 in),,24,1,/inventories/1423-1,/minifigs/inset-1423-1,,"New: $5, Used: Not known",,,"Polybag, Kabaya, Airboat",Normal,Polybag,Packaged with Kabaya sweets in Japan.Same as 1362-1 
1424-1,Stunt Go-Kart,Modern day,Studios,,2001,,,25,1,/inventories/1424-1,/minifigs/inset-1424-1,,"New: $5, Used: Not known",,,"Polybag, Racing, Kabaya",Normal,Polybag,Packaged with Kabaya sweets in Japan.Same as 1363-1 
1452-1,Flower,Pre-school,Baby,,2001,,,1,0,,,,"New: Not known, Used: Not known",,,,Normal,,
1453-1,Butterfly,Pre-school,Baby,,2001,,,,0,,,,"New: Not known, Used: Not known",,,,Normal,,
1454-1,Stack-n-Learn,Pre-school,Baby,,2001,,,3,0,,,,"New: Not known, Used: Not known",,,Polybag,Normal,Polybag,
1456-1,Squirt Frog,Pre-school,Baby,,2001,,,1,0,,,£3.99,"New: Not known, Used: Not known",,,,Normal,,
1457-1,Caterpillar,Pre-school,Baby,,2001,,,3,0,,,"£6.99, $8.00","New: $25, Used: Not known",,,,Normal,,
1528-2,Pen Baseball,Miscellaneous,Gear,Pens,2001,,,,0,,,,"New: Not known, Used: Not known",4.0,1review,,Gear,,
1529-1,Pen Basketball,Miscellaneous,Gear,Pens,2001,,,,0,,,,"New: Not known, Used: Not known",,,,Gear,,
1530-1,Pen Football,Miscellaneous,Gear,Pens,2001,,,,0,,,,"New: Not known, Used: Not known",,,,Gear,,
1532-1,Pen Aquazone,Miscellaneous,Gear,Pens,2001,,,,0,,,,"New: Not known, Used: Not known",,,,Gear,,
1533-1,Pen Mini Figure Faces,Miscellaneous,Gear,Pens,2001,,,,0,,,,"New: Not known, Used: Not known",,,,Gear,,
1534-1,Pen Legoland,Miscellaneous,Gear,Pens,2001,,,,0,,,,"New: Not known, Used: Not known",,,,Gear,,
1535-1,Pen Knights' Kingdom,Miscellaneous,Gear,Pens,2001,,,,0,,,,"New: Not known, Used: Not known",3.0,1review,,Gear,,
1537-1,Pen Dream Star,Miscellaneous,Gear,Pens,2001,,,,0,,,,"New: Not known, Used: Not known",,,,Gear,,
1538-1,Pen Safari,Miscellaneous,Gear,Pens,2001,,,,0,,,,"New: Not known, Used: Not known",,,,Gear,,
1539-1,Pen Classic II,Miscellaneous,Gear,Pens,2001,,,,0,,,,"New: Not known, Used: Not known",,,,Gear,,
1701-2,Pen Pack Gali,Miscellaneous,Gear,Pens,2001,,,,0,,,,"New: Not known, Used: Not known",,,,Gear,,
1702-2,Pen Pack Kopaka,Miscellaneous,Gear,Pens,2001,,,,0,,,,"New: Not known, Used: Not known",,,,Gear,,
1703-1,Pen Pack Lewa,Miscellaneous,Gear,Pens,2001,,,,0,,,,"New: Not known, Used: Not known",,,,Gear,,
1704-2,Pen Pack Onua,Miscellaneous,Gear,Pens,2001,,,,0,,,,"New: Not known, Used: Not known",,,,Gear,,
1705-1,Pen Pack Pohatu,Miscellaneous,Gear,Pens,2001,,,,0,,,,"New: Not known, Used: Not known",,,,Gear,,
1706-1,Pen Pack Tahu,Miscellaneous,Gear,Pens,2001,,,,0,,,,"New: Not known, Used: Not known",3.0,1review,,Gear,,
1708-2,Limited Edition Pen,Miscellaneous,Gear,Pens,2001,,,,0,,,,"New: $125, Used: $52",,,,Gear,,Limited edition. Not available from Shop At Home.
2032-2,Pen Pack Space Port,Miscellaneous,Gear,Pens,2001,,,,0,,,,"New: Not known, Used: Not known",,,,Gear,,
2718-1,Inflight Air 2000,Modern day,Town,Special,2001,,,142,3,/inventories/2718-1,/minifigs/inset-2718-1,,"New: $85, Used: Not known",,,"Aircraft, Octan",Normal,Box,Promotional release with airlines. Similar to 2532-1 
2863-1,Box of Bricks,Pre-school,Duplo,,2001,,,100,0,/inventories/2863-1,,,"New: Not known, Used: Not known",,,,Normal,Box,
2878-2, Santa Claus Mos Burger Gift Box- Hawaiian Shirt Santa,Miscellaneous,Seasonal,Christmas,2001,,,,0,,,,"New: $19, Used: Not known",,,,Normal,Box,[JP] Available in Mos Burger restaurants. Box contains a 2878 polybag and a sticker sheet.
2878-3, Santa Claus Mos Burger Gift Box - Tuxedo Santa,Miscellaneous,Seasonal,Christmas,2001,,,,0,,,,"New: $24, Used: Not known",,,,Normal,Box,[JP] Available in Mos Burger restaurants. Box contains a 2878 polybag and a sticker sheet.
2878-4, Santa Claus Mos Burger Gift Box - Soccer Santa,Miscellaneous,Seasonal,Christmas,2001,,,,0,,,,"New: $18, Used: Not known",,,,Normal,Box,[JP] Available in Mos Burger restaurants. Box contains a 2878 polybag and a sticker sheet.
2878-5, Santa Claus Mos Burger Gift Box - King and Queen Santa,Miscellaneous,Seasonal,Christmas,2001,,,,0,,,,"New: $44, Used: Not known",,,,Normal,Box,[JP] Available in Mos Burger restaurants. Box contains a 2878 polybag and a sticker sheet.
2927-1,{House with CD-ROM},Pre-school,Duplo,,2001,,,,0,,,,"New: Not known, Used: Not known",,,Unreleased,Normal,,This set may not have been released.
2946-1,MyBot Expansion Kit,Pre-school,Action Wheelers,,2001,,,14,1,/inventories/2946-1,/minifigs/inset-2946-1,"£12.99, $13.00","New: $54, Used: Not known",,,Duplo,Normal,,
2947-1,Speedbike,Pre-school,Action Wheelers,,2001,,,13,1,/inventories/2947-1,/minifigs/inset-2947-1,"£14.99, $15.00","New: $30, Used: Not known",,,"Motorcycle, Duplo",Normal,,"Became part of the LEGO Explore Logic theme in 2002 and named ""Pull Back Racer""."
2949-1,Remote Control Dozer,Pre-school,Action Wheelers,,2001,,,21,1,/inventories/2949-1,/minifigs/inset-2949-1,"£39.99, $35.00","New: $154, Used: $62",5.0,1review,"Electric, Construction, Duplo",Normal,,Became part of the LEGO Explore Logic theme in 2002.
2951-1,Lisa,Pre-school,Duplo,Dolls,2001,,,4,2,/inventories/2951-1,/minifigs/inset-2951-1,"£6.99, $10.00","New: $50, Used: $19",,,,Normal,,Became part of the LEGO Explore Being Me theme in 2002.
2952-1,Marie,Pre-school,Duplo,Dolls,2001,,,6,2,/inventories/2952-1,/minifigs/inset-2952-1,"£7.99, $10.00","New: $50, Used: $37",,,,Normal,,Became part of the LEGO Explore Being Me theme in 2002.
2953-1,Anna,Pre-school,Duplo,Dolls,2001,,,4,2,,/minifigs/inset-2953-1,"£7.99, $10.00","New: $50, Used: $35",,,,Normal,,Became part of the LEGO Explore Being Me theme in 2002.
2954-1,Picnic,Pre-school,Duplo,Dolls,2001,,,14,0,,,"£9.99, $15.00","New: $52, Used: $35",,,,Normal,,"Became part of the LEGO Explore Being Me theme in 2002 and renamed ""Garden Party""."
2955-1,Sarah,Pre-school,Duplo,Dolls,2001,,,32,2,/inventories/2955-1,/minifigs/inset-2955-1,"£29.99, $30.00","New: Not known, Used: $65",,,,Normal,,"Became part of the LEGO Explore Being Me theme in 2002 and renamed ""Sarah's Big Recipe""."
2961-1,Bedroom,Pre-school,Duplo,Dolls,2001,,,20,0,/inventories/2961-1,,"£12.99, $20.00","New: Not known, Used: $65",,,Bedroom,Normal,,
2971-1,Action Policebike,Pre-school,Duplo,,2001,,,5,1,/inventories/2971-1,/minifigs/inset-2971-1,"£3.99, $3.00","New: $8, Used: Not known",,,Police,Normal,,
2973-1,Musical Apple,Pre-school,Baby,,2001,,,1,0,,,"£6.99, $8.00","New: Not known, Used: Not known",5.0,1review,,Normal,,
2974-1,Play Train,Pre-school,Baby,,2001,,,6,1,,/minifigs/inset-2974-1,"£8.99, $10.00","New: $29, Used: Not known",,,,Normal,,
2975-1,Bouncing with Tigger,Pre-school,Duplo,Winnie the Pooh,2001,,,11,1,/inventories/2975-1,/minifigs/inset-2975-1,,"New: $25, Used: $11",,,Disney,Normal,Canister,
2976-1,Acorn Adventure with Piglet,Pre-school,Duplo,Winnie the Pooh,2001,,,11,1,/inventories/2976-1,/minifigs/inset-2976-1,,"New: $25, Used: Not known",4.0,1review,Disney,Normal,Canister,
2977-1,Eeyore and the Little Raincloud,Pre-school,Duplo,Winnie the Pooh,2001,,,9,1,/inventories/2977-1,/minifigs/inset-2977-1,,"New: $17, Used: $16",4.0,1review,Disney,Normal,Canister,
2979-1,Build and Play in the Pop-Up 100 Acre Wood,Pre-school,Duplo,Winnie the Pooh,2001,,,13,1,/inventories/2979-1,/minifigs/inset-2979-1,,"New: $71, Used: Not known",,,"Disney, Fish, Forest, Bear",Normal,,
2991-1,Pooh and the Honeybees,Pre-school,Duplo,Winnie the Pooh,2001,,,11,1,/inventories/2991-1,/minifigs/inset-2991-1,,"New: $25, Used: $10",,,Disney,Normal,Canister,
2993-1,Surprise Birthday Party for Eeyore,Pre-school,Duplo,Winnie the Pooh,2001,,,25,3,/inventories/2993-1,/minifigs/inset-2993-1,,"New: Not known, Used: $50",,,"Disney, Birthday",Normal,,
3083-1,Flying Action,Pre-school,Duplo,,2001,,,9,2,/inventories/3083-1,/minifigs/inset-3083-1,"£9.99, $10.00","New: Not known, Used: Not known",4.0,1review,"Aircraft, Fire, Airplane, Playmat",Normal,,
3085-1,Race Action,Pre-school,Duplo,,2001,,,46,4,/inventories/3085-1,/minifigs/inset-3085-1,"£29.99, $20.00","New: $64, Used: Not known",4.0,2,"Octan, Camera, Racing",Normal,,
3087-1,Circus Princess,Pre-school,Duplo,,2001,,,7,1,/inventories/3087-1,/minifigs/inset-3087-1,"£3.99, $4.00","New: $17, Used: $17",,,,Normal,,
3088-1,Growing Garden,Pre-school,Duplo,,2001,,,19,1,/inventories/3088-1,/minifigs/inset-3088-1,"£9.99, $10.00","New: Not known, Used: $35",4.5,2,"Cat, Garden, Playmat, Greenhouse",Normal,,
3089-1,Adventure Trip,Pre-school,Duplo,,2001,,,29,2,/inventories/3089-1,/minifigs/inset-3089-1,"£17.99, $15.00","New: $50, Used: $25",,,"Truck, Boat, Camping, Fish, Cave, Playmat",Normal,,
3090-1,Forest Picnic,Pre-school,Duplo,,2001,,,24,4,/inventories/3090-1,/minifigs/inset-3090-1,"£17.99, $15.00","New: $40, Used: Not known",,,"Horse, Balloons",Normal,,
3091-1,Big Gas Truck,Pre-school,Duplo,,2001,,,3,1,,/minifigs/inset-3091-1,"£4.99, $4.00","New: Not known, Used: Not known",3.5,2,Octan,Normal,,
3092-1,Friendly Farm,Pre-school,Duplo,,2001,,,10,1,/inventories/3092-1,/minifigs/inset-3092-1,"£9.99, $10.00","New: $43, Used: Not known",,,"Cat, Horse, Farm, Sheep, Cow",Normal,,Became part of the LEGO Explore Logic theme in 2002.
3093-1,Fun Playground,Pre-school,Duplo,,2001,,,24,4,/inventories/3093-1,/minifigs/inset-3093-1,"£17.99, $20.00","New: Not known, Used: $28",,,"Dog, Cat, Swing, Playground",Normal,,
3095-1,Wildlife Park,Pre-school,Duplo,,2001,,,32,3,/inventories/3095-1,/minifigs/inset-3095-1,"£49.99, $40.00","New: $85, Used: $41",,,"Car, Camera, Camping, Monkey, Cave, Elephant, Waterfall, Giraffe, Tent, Playmat, Hippopotamus",Normal,,
3121-1,Summer Day Out,Girls,Scala,,2001,,,20,1,/inventories/3121-1,/minifigs/inset-3121-1,"£5.99, $8.00","New: $33, Used: $17",,,"Thomas, Dog, Bear",Normal,,
3122-1,1-2-3 ... Marie,Girls,Scala,,2001,,,17,1,/inventories/3122-1,/minifigs/inset-3122-1,"£9.99, $15.00","New: $26, Used: $37",,,"Marie, Skating",Normal,,
3123-1,Emma's Chill-Out Kitchen,Girls,Scala,,2001,,,58,1,/inventories/3123-1,/minifigs/inset-3123-1,"£14.99, $20.00","New: $60, Used: Not known",,,"Emma, Dog, Kitchen",Normal,,
3124-1,Indie's Stable,Girls,Scala,,2001,,,95,0,/inventories/3124-1,,"£39.99, $50.00","New: $65, Used: $56",,,"Horse, Stable",Normal,,
3126-1,Green Bucket,Pre-school,Duplo,,2001,,,40,1,/inventories/3126-1,/minifigs/inset-3126-1,,"New: Not known, Used: Not known",,,,Normal,Bucket,
3160-1,Play Plane,Pre-school,Baby,,2001,,,1,1,,/minifigs/inset-3160-1,£3.99,"New: Not known, Used: Not known",,,,Normal,,
3161-1,Soft Stacking Hen,Pre-school,Baby,,2001,,,5,0,,,"£12.99, $10.00","New: $27, Used: Not known",,,,Normal,,
3162-1,Take Along Friend,Pre-school,Baby,,2001,,,1,1,,/minifigs/inset-3162-1,£2.99,"New: $10, Used: Not known",,,,Normal,,
3169-1,Crib and Mirror Adventure,Pre-school,Baby,,2001,,,2,0,,,£12.99,"New: $32, Used: Not known",,,,Normal,,
3170-1,Light and Sound Stacker,Pre-school,Baby,,2001,,,10,0,,,"£14.99, $15.00","New: Not known, Used: Not known",,,,Normal,,
3172-1,Soft Frog Rattle,Pre-school,Baby,,2001,,,1,0,,,£2.99,"New: Not known, Used: Not known",,,,Normal,,
3173-1,Caterpillar Teether,Pre-school,Baby,,2001,,,1,0,,,"£3.99, $7.00","New: Not known, Used: Not known",,,,Normal,,
3197-1,Aircraft,Basic,Basic,,2001,,,15,0,/inventories/3197-1,,,"New: Not known, Used: Not known",,,"Polybag, Aircraft, Microscale, Airplane",Normal,Polybag,"Promotional release with airlines including ANA, Japan."
3212-1,Star Teether,Pre-school,Baby,,2001,,,1,0,,,£2.99,"New: Not known, Used: Not known",,,,Normal,,
3235-1,Soft Ladybird and Bee,Pre-school,Baby,,2001,,,1,0,,,,"New: $13, Used: Not known",,,,Normal,,
3236-1,Roll 'n' Play,Pre-school,Baby,,2001,,,1,0,,,£4.99,"New: Not known, Used: Not known",,,,Normal,,
3237-1,Stacking Tower,Pre-school,Baby,,2001,,,5,0,,,£6.99,"New: $19, Used: $9",,,,Normal,,
3238-1,Shape and Colour Sorter,Pre-school,Baby,,2001,,,9,0,,,£12.99,"New: Not known, Used: Not known",,,,Normal,,
3263-1,Goozle,Pre-school,Duplo,Zooters,2001,,,10,0,/inventories/3263-1,,"£6.99, $10.00","New: $20, Used: $18",,,,Normal,,
3264-1,Tez,Pre-school,Duplo,Zooters,2001,,,9,0,/inventories/3264-1,,"£6.99, $10.00","New: $14, Used: $9",,,,Normal,,
3265-1,Wazo,Pre-school,Duplo,Zooters,2001,,,6,0,,,"£12.99, $12.00","New: $44, Used: $34",5.0,1review,,Normal,,
3266-1,Tubes,Pre-school,Duplo,,2001,,,58,0,/inventories/3266-1,,"£17.99, $15.00","New: $67, Used: $61",,,Slide,Normal,,"Became part of the LEGO Explore Logic theme in 2002. Also named ""Tubes - Experiment""."
3267-1,Brick Runner,Pre-school,Duplo,,2001,,,25,0,/inventories/3267-1,,"£12.99, $10.00","New: $34, Used: $19",,,,Normal,,Became part of the LEGO Explore Logic theme in 2002.
3271-1,Bob's Workshop,Pre-school,Duplo,Bob the Builder,2001,,,10,1,/inventories/3271-1,/minifigs/inset-3271-1,"£5.99, $6.00","New: $36, Used: $10",3.0,2,"Bob the Builder, Construction, Cartoon, Bbc, Workshop",Normal,,
3272-1,Scoop on the Road,Pre-school,Duplo,Bob the Builder,2001,,,21,0,/inventories/3272-1,,"£9.99, $10.00","New: Not known, Used: $12",4.5,2,"Construction, Cartoon, Backhoe, Bbc",Normal,,
3273-1,"Bob, Lofty and the Mice",Pre-school,Duplo,Bob the Builder,2001,,,18,1,/inventories/3273-1,/minifigs/inset-3273-1,"£14.99, $15.00","New: Not known, Used: $25",3.5,2,"Bob the Builder, Construction, Cartoon, Bbc",Normal,Box,
3274-1,Bob and Muck Repair the Barn,Pre-school,Duplo,Bob the Builder,2001,,,35,1,/inventories/3274-1,/minifigs/inset-3274-1,£17.99,"New: $29, Used: $20",,,"Bob the Builder, Construction, Cartoon, Farm, Bbc",Normal,,
