set_no,name,theme_group,theme,subtheme,year,dimensions,weight,piece_cnt,minifig_cnt,inventory_url,minifig_url,store_price,current_price,rating_value,rating_votes,tags,set_type,packaging,notes
5003559-1,THE LEGO MOVIE Xbox One Video Game,Miscellaneous,Gear,Video Games/Xbox One,2014,,,,0,,,$59.99,"New: Not known , Used: Not known",,,,Gear,,
5003561-1,Legends of Chima Lunch Set,Miscellaneous,Gear,Housewares,2014,,,,0,,,$14.99,"New: Not known, Used: Not known",,,,Gear,,
5003562-1,Legends of Chima Sorting System,Miscellaneous,Gear,Storage,2014,,,,0,,,$39.99,"New: Not known, Used: Not known",,,Storage,Gear,,
5003563-1,Friends Lunch Set,Miscellaneous,Gear,Housewares,2014,,,,0,,,$14.99,"New: Not known, Used: Not known",,,,Gear,,
5003565-1,1 stud Blue Storage Brick,Miscellaneous,Gear,Storage,2014,,,,0,,,£9.99,"New: Not known, Used: Not known",,,Storage,Gear,,
5003566-1,1 stud Red Storage Brick,Miscellaneous,Gear,Storage,2014,,,,0,,,"£9.99, 6.99€","New: Not known, Used: Not known",,,Storage,Gear,,
5003568-1,2 stud Blue Storage Brick,Miscellaneous,Gear,Storage,2014,,,,0,,,£11.99,"New: Not known, Used: Not known",,,Storage,Gear,,
5003569-1,2 stud Red Storage Brick,Miscellaneous,Gear,Storage,2014,,,,0,,,"£11.99, 12.99€","New: Not known, Used: Not known",,,Storage,Gear,,
5003570-1,2 stud Yellow Storage Brick,Miscellaneous,Gear,Storage,2014,,,,0,,,"£11.99, 12.99€","New: Not known, Used: Not known",,,Storage,Gear,,
5003574-1,4 stud Blue Storage Brick,Miscellaneous,Gear,Storage,2014,,,,0,,,£17.99,"New: Not known, Used: Not known",,,Storage,Gear,,
5003575-1,4 stud Red Storage Brick,Miscellaneous,Gear,Storage,2014,,,,0,,,"£17.99, 19.99€","New: Not known, Used: Not known",,,Storage,Gear,,
5003576-1,4 stud Yellow Storage Brick,Miscellaneous,Gear,Storage,2014,,,,0,,,"£17.99, 19.99€","New: Not known, Used: Not known",,,Storage,Gear,,
5003578-1,Legends of Chima The Lion the Crocodile and the Power of CHI!,Miscellaneous,Gear,Digital media,2014,,,,0,,,$19.99,"New: Not known, Used: Not known",,,,Gear,,
5003579-1,Batman Head Lamp,Miscellaneous,Gear,Lights,2014,,,,0,,,$17.99,"New: Not known, Used: Not known",,,,Gear,,
5003580-1,Catwoman Key Light,Miscellaneous,Gear,Lights,2014,,,,0,,,$11.99,"New: Not known, Used: Not known",,,,Gear,,
5003582-1,Superman Head Lamp,Miscellaneous,Gear,Lights,2014,,,,0,,,$17.99,"New: Not known, Used: Not known",,,,Gear,,
5003583-1, Darth Vader Head Lamp,Miscellaneous,Gear,Lights,2014,,,,0,,,$17.99,"New: Not known, Used: Not known",,,,Gear,,
5003584-1,Bad Cop Key Light,Miscellaneous,Gear,Lights,2014,,,,0,,,$11.99,"New: Not known, Used: Not known",,,Police,Gear,,
5003586-1,THE LEGO MOVIE President Business Key Light,Miscellaneous,Gear,Lights,2014,,,,0,,,$11.99,"New: Not known, Used: Not known",,,,Gear,,
5004047-1,The LEGO Movie Nintendo 3DS Video Game,Miscellaneous,Gear,Video Games/3DS,2014,,,,0,,,£34.99,"New: Not known, Used: Not known",,,,Gear,,
5004048-1,The LEGO Movie PS4 Video Game,Miscellaneous,Gear,Video Games/PS4,2014,,,,0,,,£49.99,"New: Not known, Used: Not known",,,,Gear,,
5004049-1,The LEGO Movie Video Game PC,Miscellaneous,Gear,Video Games/PC,2014,,,,0,,,£24.99,"New: Not known, Used: Not known",,,,Gear,,
5004050-1,The LEGO Movie Nintendo Wii U Video Game,Miscellaneous,Gear,Video Games/Wii U,2014,,,,0,,,£39.99,"New: Not known, Used: Not known",,,,Gear,,
5004051-1,The LEGO Movie PS Vita Video Game,Miscellaneous,Gear,Video Games/PS Vita,2014,,,,0,,,£34.99,"New: Not known, Used: Not known",,,,Gear,,
5004052-1,The LEGO Movie Xbox One Video Game,Miscellaneous,Gear,Video Games/Xbox One,2014,,,,0,,,£49.99,"New: Not known, Used: Not known ",,,,Gear,,
5004053-1,The LEGO Movie PS3 Video Game,Miscellaneous,Gear,Video Games/PS3,2014,,,,0,,,£39.99,"New: Not known, Used: Not known",,,,Gear,,
5004054-1,The LEGO Movie Xbox 360 Video Game,Miscellaneous,Gear,Video Games/Xbox 360,2014,,,,0,,,£39.99,"New: Not known, Used: Not known",,,,Gear,,
5004064-1,Batman Minifigure Link Watch,Miscellaneous,Gear,Watches/Clocks,2014,,,,0,,,$24.99,"New: Not known, Used: Not known",,,Dc Comics Super Heroes,Gear,,
5004065-1,Superman Minifigure Link Watch,Miscellaneous,Gear,Watches/Clocks,2014,,,,0,,,$24.99,"New: Not known, Used: Not known",,,Dc Comics Super Heroes,Gear,,
5004066-1,The LEGO Movie The Original Motion Picture Soundtrack,Miscellaneous,Gear,Digital media,2014,,,,0,,,$11.99,"New: Not known, Used: Not known",,,Musical,Gear,,
5004067-1,The LEGO Movie Lunch Set,Miscellaneous,Gear,Housewares,2014,,,,0,,,$14.99,"New: Not known, Used: Not known",,,,Gear,,
5004076-1,2014 Target Minifigure Gift Set,Miscellaneous,Promotional,Target,2014,,,30,4,,/minifigs/inset-5004076-1,$14.99,"New: $31, Used: Not known",5.0,2,"Lavertus, Lloyd Garmadon, Superboy, Police, City, Ninjago, Ninja",Extended,Box,Available with qualifying purchase only.
5004081-1,Plastic Man,Licensed,DC Comics Super Heroes,Justice League,2014,,,4,1,,/minifigs/inset-5004081-1,,"New: $12, Used: $12",5.0,1review,"Plastic Man, Polybag",Extended,Polybag,Free with pre-orders of LEGO Batman 3: Beyond Gotham.
5004115-1,Brick Black Adult Watch,Miscellaneous,Gear,Watches/Clocks,2014,,,,0,,,$99.99,"New: Not known, Used: Not known",,,,Gear,,
5004116-1,Friends Stephanie Watch with Mini Doll,Miscellaneous,Gear,Watches/Clocks,2014,,,,0,,,"£19.99, $24.99, 24.99€","New: Not known, Used: Not known",,,,Gear,,
5004117-1,Multi-stud Red Adult Tachymeter Watch,Miscellaneous,Gear,Watches/Clocks,2014,,,,0,,,$174.99,"New: Not known, Used: Not known",,,,Gear,,
5004118-1,LEGO NINJAGO Kai Minifigure Clock,Miscellaneous,Gear,Watches/Clocks,2014,,,,0,,,$29.99,"New: Not known, Used: Not known",,,"Fire, Ninjago, Ninja",Gear,,
5004119-1,Brick White Adult Watch,Miscellaneous,Gear,Watches/Clocks ,2014,,,,0,,,$99.99,"New: Not known, Used: Not known",,,,Gear,,
5004120-1,Star Wars The Yoda Chronicles,Miscellaneous,Gear,Digital media,2014,,,,0,,,$14.99,"New: Not known, Used: Not known",,,,Gear,,
5004127-1,Kai Minifigure Link Watch,Miscellaneous,Gear,Watches/Clocks,2014,,,,0,,,"£19.99, $24.99","New: Not known, Used: Not known",,,"Fire, Ninjago, Ninja",Gear,,
5004128-1,Happiness Yellow Adult Watch,Miscellaneous,Gear,Watches/Clocks,2014,,,,0,,,$94.99,"New: Not known, Used: Not known",,,,Gear,,
5004129-1,LEGO NINJAGO Zane Minifigure Clock,Miscellaneous,Gear,Watches/Clocks,2014,,,,0,,,$29.99,"New: Not known, Used: Not known",,,"Ice, Nindroids, Ninjago, Ninja",Gear,,
5004130-1,Friends Olivia Watch with Mini Doll,Miscellaneous,Gear,Watches/Clocks,2014,,,,0,,,"£19.99, $24.99, 24.99€","New: Not known, Used: Not known",,,,Gear,,
5004131-1,Zane Minifigure Link Watch,Miscellaneous,Gear,Watches/Clocks,2014,,,,0,,,$24.99,"New: Not known, Used: Not known",,,"Ice, Nindroids, Ninjago, Ninja",Gear,,
5004181-1,Angry Kitty Key Light,Miscellaneous,Gear,Lights,2014,,,,0,,,£9.99,"New: Not known, Used: Not known",,,,Gear,,
5004187-1,The Flash Key Light,Miscellaneous,Gear,Lights,2014,,,,0,,,£9.99,"New: Not known, Used: Not known",,,,Gear,Box,
5004202-1,The Hobbit Nintendo 3DS Video Game,Miscellaneous,Gear,Video Games/3DS,2014,,,,0,,,$29.99,"New: Not known, Used: Not known",,,,Gear,,
5004204-1,The Hobbit PS3 Video Game,Miscellaneous,Gear,Video Games/PS3,2014,,,,0,,,$49.99,"New: Not known, Used: Not known",3.0,1review,,Gear,,
5004205-1,The Hobbit PS4 Video Game,Miscellaneous,Gear,Video Games/PS4,2014,,,,0,,,$59.99,"New: Not known, Used: Not known",,,,Gear,,
5004206-1,The Hobbit PS Vita Video Game,Miscellaneous,Gear,Video Games/PS Vita,2014,,,,0,,,$29.99,"New: Not known, Used: Not known",,,,Gear,,
5004207-1,The Hobbit Nintendo Wii U Video Game,Miscellaneous,Gear,Video Games/Wii U,2014,,,,0,,,$49.99,"New: Not known, Used: Not known",,,,Gear,,
5004208-1,The Hobbit Xbox 360 Video Game,Miscellaneous,Gear,Video Games/Xbox 360,2014,,,,0,,,$49.99,"New: Not known, Used: Not known",,,,Gear,,
5004209-1,The Hobbit Xbox One Video Game,Miscellaneous,Gear,Video Games/Xbox One,2014,,,,0,,,$59.99,"New: Not known, Used: Not known",,,,Gear,,
5004212-1,The Hobbit Nintendo 3DS Video Game,Miscellaneous,Gear,Video Games/3DS,2014,,,,0,,,£34.99,"New: Not known, Used: Not known",,,,Gear,,
5004213-1,The Hobbit PC Video Game,Miscellaneous,Gear,Video Games/PC,2014,,,,0,,,£24.99,"New: Not known, Used: Not known",,,,Gear,,
5004214-1,The Hobbit PS Vita Video Game,Miscellaneous,Gear,Video Games/PS Vita,2014,,,,0,,,£34.99,"New: Not known, Used: Not known",,,,Gear,,
5004218-1,The Hobbit PS3 Video Game,Miscellaneous,Gear,Video Games/PS3,2014,,,,0,,,£44.99,"New: Not known, Used: Not known",,,,Gear,,
5004219-1,The Hobbit PS4 Video Game,Miscellaneous,Gear,Video Games/PS4,2014,,,,0,,,£49.99,"New: Not known, Used: Not known",,,,Gear,,
5004221-1,The Hobbit Nintendo Wii U Video Game,Miscellaneous,Gear,Video Games/Wii U,2014,,,,0,,,£44.99,"New: Not known, Used: Not known",,,,Gear,,
5004222-1,The Hobbit Xbox 360 Video Game,Miscellaneous,Gear,Video Games/Xbox 360,2014,,,,0,,,£44.99,"New: Not known, Used: Not known",,,,Gear,,
5004223-1,The Hobbit Xbox One Video Game,Miscellaneous,Gear,Video Games/Xbox One,2014,,,,0,,,£49.99,"New: Not known, Used: Not known",,,,Gear,,
5004226-1,Nindroid 3DS game,Miscellaneous,Gear,Video Games/3DS,2014,,,,0,,,$29.99,"New: Not known, Used: Not known",,,,Gear,,
5004227-1,Nindroids PSV Game,Miscellaneous,Gear,Video Games/PS Vita,2014,,,,0,,,$29.99,"New: Not known, Used: Not known",,,,Gear,,
5004236-1,THE LEGO MOVIE DVD Special Edition,Miscellaneous,Gear,Digital media,2014,,,,0,,,$24.99,"New: Not known, Used: Not known",,,The Lego Movie,Gear,,
5004237-1,THE LEGO MOVIE Blu ray Combo Pack,Miscellaneous,Gear,Digital media,2014,,,,0,,,$29.99,"New: Not known, Used: Not known",,,The Lego Movie,Gear,,
5004238-1,THE LEGO MOVIE Everything Is Awesome Edition,Miscellaneous,Gear,Digital media,2014,,,,1,,/minifigs/inset-5004238-1,$39.99,"New: Not known, Used: Not known",5.0,1review,Vitruvius,Gear,,
5004248-1,LEGO Friends Andrea Key Light,Miscellaneous,Gear,Lights,2014,,,,0,,,$12.99,"New: Not known, Used: Not known",,,,Gear,,
5004249-1,LEGO Friends Emma Key Light,Miscellaneous,Gear,Lights,2014,,,,0,,,$12.99,"New: Not known, Used: Not known",,,,Gear,,
5004250-1,LEGO Friends Mia Key Light,Miscellaneous,Gear,Lights,2014,,,,0,,,$12.99,"New: Not known, Used: Not known",,,,Gear,,
5004251-1,LEGO Friends Olivia Key Light,Miscellaneous,Gear,Lights,2014,,,,0,,,"£9.99, $12.99, 12.99€","New: Not known, Used: Not known",,,,Gear,,
5004252-1,LEGO Friends Stephanie Key Light,Miscellaneous,Gear,Lights,2014,,,,0,,,"£9.99, $12.99, 12.99€","New: Not known, Used: Not known",,,,Gear,,
5004259-1,Holiday Ornament Collection,Miscellaneous,Seasonal,Christmas,2014,,,,0,,,$47.94,"New: Not known, Used: Not known",,,Christmas,Extended,,
5004262-1,LEGO 1x2 Brick Key Light (Blue),Miscellaneous,Gear,Lights,2014,,,,0,,,"£7.99, 4.49€","New: Not known, Used: Not known",,,,Gear,,
5004263-1,LEGO 1x2 Brick Key Light (Green),Miscellaneous,Gear,Lights,2014,,,,0,,,"£7.99, 4.49€","New: Not known, Used: Not known",,,,Gear,,
5004264-1,LEGO 1x2 Brick Key Light (Red),Miscellaneous,Gear,Lights,2014,,,,0,,,"£7.99, 8.99€","New: Not known, Used: Not known",,,,Gear,,
5004266-1,LEGO Mini Box (Yellow),Miscellaneous,Gear,Storage,2014,,,,0,,,$3.99,"New: Not known, Used: Not known",,,Storage,Gear,,
5004267-1,LEGO 1 stud Red Storage Brick,Miscellaneous,Gear,Storage,2014,,,,0,,,$9.99,"New: Not known, Used: Not known",,,Storage,Gear,,
5004268-1,LEGO 1 stud Blue Storage Brick,Miscellaneous,Gear,Storage,2014,,,,0,,,$9.99,"New: Not known, Used: Not known",,,Storage,Gear,,
5004273-1,LEGO Friends Storage Brick 2 Bright Purple,Miscellaneous,Gear,Storage,2014,,,,0,,,$14.99,"New: Not known, Used: Not known",,,"Storage, Friends",Gear,,
5004274-1,LEGO Friends Storage Brick 1 Medium Lilac,Miscellaneous,Gear,Storage,2014,,,,0,,,$9.99,"New: Not known, Used: Not known",,,"Storage, Friends",Gear,,
5004280-1,LEGO 2 stud Blue Storage Brick,Miscellaneous,Gear,Storage,2014,,,,0,,,$14.99,"New: Not known, Used: Not known",,,Storage,Gear,,
5004281-1,Angry Kitty Key Light,Miscellaneous,Gear,Lights,2014,,,,0,,,$13.99,"New: Not known, Used: Not known",,,,Gear,,
5004282-1,THE LEGO MOVIE Astro Kitty Key Light,Miscellaneous,Gear,Lights,2014,,,,0,,,$13.99,"New: Not known, Used: Not known",,,,Gear,,
5004283-1,Bizniz Kitty Key Light,Miscellaneous,Gear,Lights,2014,,,,0,,,$13.99,"New: Not known, Used: Not known",,,,Gear,,
5004284-1,Queasy Kitty Key Light,Miscellaneous,Gear,Lights,2014,,,,0,,,$13.99,"New: Not known, Used: Not known",,,,Gear,,
5004335-1,The LEGO Movie DVD,Miscellaneous,Gear,Digital media,2014,,,,0,,,£14.99,"New: Not known, Used: Not known",,,The Lego Movie,Gear,,
5004339-1,LEGO Batman 3 Beyond Gotham Nintendo 3DS,Miscellaneous,Gear,Video Games/3DS,2014,,,,0,,,$29.99,"New: Not known, Used: Not known",,,,Gear,,
5004340-1,LEGO Batman 3 Beyond Gotham PlayStation Vita,Miscellaneous,Gear,Video Games/PS Vita,2014,,,,0,,,$29.99,"New: Not known, Used: Not known",,,Dc Comics Super Heroes,Gear,,
5004341-1,LEGO Batman 3 Beyond Gotham PlayStation 3,Miscellaneous,Gear,Video Games/PS3,2014,,,,0,,,$49.99,"New: Not known, Used: Not known",5.0,1review,Dc Comics Super Heroes,Gear,,
5004348-1,LEGO Batman 3 Beyond Gotham PlayStation 4,Miscellaneous,Gear,Video Games/PS4,2014,,,,0,,,$59.99,"New: Not known, Used: Not known",,,Dc Comics Super Heroes,Gear,,
5004349-1,LEGO Batman 3 Beyond Gotham Wii U,Miscellaneous,Gear,Video Games/Wii U,2014,,,,0,,,,"New: Not known, Used: Not known",,,,Gear,,
5004350-1,LEGO Batman 3 Beyond Gotham Xbox 360,Miscellaneous,Gear,Video Games/Xbox 360,2014,,,,0,,,,"New: Not known, Used: Not known",,,,Gear,,
5004351-1,LEGO Batman 3 Beyond Gotham Xbox One,Miscellaneous,Gear,Video Games/Xbox One,2014,,,,0,,,$59.99,"New: Not known, Used: Not known",,,,Gear,,
6064672-1,LEGO Mixels - Series 1 - Display Box,Licensed,Mixels,Series 1,2014,,,524,0,,,,"New: $135, Used: Not known",,,"Infernites, Cragsters, Electroids",Collection,Box,Contains 30 setsContains 41500-1 41501-1 41502-1 41503-1 41504-1 41505-1 41506-1 41507-1 41508-1 
6064917-1,LEGO Mixels - Series 2 - Display Box,Licensed,Mixels,Series 2,2014,,,551,0,,,,"New: Not known, Used: Not known",,,"Frosticons, Flexers",Collection,Box,Contains 30 setsContains 41509-1 41510-1 41511-1 41512-1 41513-1 41514-1 41515-1 41516-1 41517-1 
6065102-1,LEGO Mixels - Series 3 - Display Box,Licensed,Mixels,Series 3,2014,,,580,0,,,,"New: $159, Used: Not known",,,"Spikels, Wiztastics",Collection,Box,Contains 30 setsContains 41518-1 41519-1 41520-1 41521-1 41522-1 41523-1 41524-1 41525-1 41526-1 
6121685-1,Christmas Decoration,Miscellaneous,Promotional,Miscellaneous,2014,,,,0,,,,"New: $5, Used: Not known",,,,Extended,,"Available at an event in a Prague shopping centre, November 2014."
CLERMONTFERRAND-1,Clermont-Ferrand Exclusive Minifigure Pack,Miscellaneous,Promotional,LEGO brand store opening set,2014,,,16,0,,,,"New: $339, Used: Not known",,,"Camera, Sports, France",Other,Blister pack,"[FR] LEGO Store Grand Opening Exclusive Set, Clermont-Ferrand, France, February 2014. Free with minimum purchase. Limited to 300 sets. Note that all backing cards were numbered 1."
COMCON034-1,Rocket Raccoon's Warbird,Licensed,Marvel Super Heroes,Guardians of the Galaxy,2014,,,145,1,,/minifigs/inset-COMCON034-1,$39.99,"New: $315, Used: Not known",4.0,1review,"Rocket Raccoon, Space, Spaceship, SDCC",Other,Box,Available to purchase at San Diego Comic Con 2014.
COMCON035-1,The Collector,Licensed,Marvel Super Heroes,Guardians of the Galaxy,2014,,,8,1,,/minifigs/inset-COMCON035-1,,"New: $473, Used: Not known",,,"The Collector, Space, SDCC",Other,Plastic box,Given away at SDCC 2014.
COMCON036-1,Batman of Zur-En-Arrh,Licensed,DC Comics Super Heroes,Batman,2014,,,6,1,,/minifigs/inset-COMCON036-1,,"New: $395, Used: Not known",,,"Batman, SDCC",Other,Plastic box,Given away at SDCC 2014.
COMCON037-1,Batman Classic TV Series Batmobile,Licensed,DC Comics Super Heroes,Batman Classic TV Series,2014,,,152,2,,/minifigs/inset-COMCON037-1,,"New: $371, Used: Not known",5.0,1review,"Batman, Robin, SDCC, Batmobile",Other,Box,Available to purchase at San Diego Comic Con 2014.
COMCON038-1,Bard the Bowman,Licensed,The Hobbit,Promotional Exclusive Minifigure,2014,,,5,1,,/minifigs/inset-COMCON038-1,,"New: $115, Used: Not known",,,"Bard, SDCC",Other,Plastic box,Given away at SDCC 2014.
COMCON039-1,The Ghost Starship,Licensed,Star Wars,Rebels,2014,,,132,1,,/minifigs/inset-COMCON039-1,,"New: $176, Used: $50",,,"C1-10P (Chopper), Microscale, Cartoon, SDCC, Droid, Spectres",Other,Box,Available to purchase at San Diego Comic Con 2014.
COMCON040-1,Unikitty -- CuteseyKitty,Licensed,The LEGO Movie,Promotional Exclusive Minifigure,2014,,,16,1,,/minifigs/inset-COMCON040-1,,"New: $175, Used: Not known",4.0,1review,"Unikitty, Female, SDCC",Other,Plastic box,Given away at SDCC 2014.Same as COMCON040-2 
COMCON040-2,Unikitty -- CheeryKitty,Licensed,The LEGO Movie,Promotional Exclusive Minifigure,2014,,,16,1,,/minifigs/inset-COMCON040-2,,"New: Not known, Used: Not known",,,"Unikitty, SDCC, Cat",Other,Plastic box,Given away at SDCC 2014.Same as COMCON040-1 
COMCON042-1,Exclusive Tahu Mask,Constraction,Bionicle,Exclusive Masks,2014,,,1,0,,,,"New: $50, Used: Not known",4.3,3,"Ccbs, NYCC",Other,Blister pack,"Given to attendees of the Bionicle relaunch event at NYCC, October 2014A VIP version of this set was given out to participants in an invititation-only event at the Flatiron District LEGO Store in New York. Only 100 of this version were released."
EMMET-1,The LEGO Movie Promotional Figure - Emmet,Licensed,The LEGO Movie,Promotional,2014,,,,1,,/minifigs/inset-EMMET-1,,"New: $60, Used: $50",,,"Emmet Brickowski, Construction",Other,None (loose parts),"Promotional zipseal packet given out at LEGO day at the Skirball Cultural center, LA, containing one TLM Collectable minifigure without accessories, but includes an exclusive printed TLM minifigure stand. [US]"
EMMETSCAR-1,Emmet's Car/Fly Car,Licensed,The LEGO Movie,Promotional,2014,,,40,0,,,,"New: Not known, Used: Not known",,,Bricksburg,Other,,"[CA] In-store build in Toys R Us, February 2014.View instructions"
FANEXPO001-1,The Ghost Starship (FAN EXPO edition),Licensed,Star Wars,Rebels,2014,,,134,1,,/minifigs/inset-FANEXPO001-1,,"New: $152, Used: Not known",,,"Kanan Jarrus, Microscale, Cartoon, Spectres",Other,Box,"Available to purchase at FAN EXPO, Toronto, August 2014."
FLATIRON-1,Flatiron Exclusive Minifigure Pack,Miscellaneous,Promotional,LEGO brand store opening set,2014,,,,0,,,,"New: $100, Used: Not known",,,"USA, Medical",Other,Blister pack,"LEGO Store Grand Opening Exclusive Set, Flatiron, NY City, USA. Free with minimum purchase. "
ISBN1409347303-1,"LEGO Star Wars: The Visual Dictionary, Updated and Expanded",Miscellaneous,Books,Dorling Kindersley,2014,,,4,1,,/minifigs/inset-ISBN1409347303-1,"£16.99, $21.99","New: Not known, Used: Not known",5.0,3,"Luke Skywalker, Tatooine",Book,,
ISBN1409347389-1,LEGO Star Wars: The Dark Side,Miscellaneous,Books,Dorling Kindersley,2014,,,5,1,,/minifigs/inset-ISBN1409347389-1,$16.99,"New: Not known, Used: Not known",3.5,2,"Palpatine, Sith",Book,,
ISBN1409350541-1,LEGO Legends of Chima: Character Encyclopedia,Miscellaneous,Books,Dorling Kindersley,2014,,,10,1,,/minifigs/inset-ISBN1409350541-1,,"New: Not known, Used: Not known",4.0,1review,Firox,Book,,
ISBN1409354431-1,"LEGO Ninjago: Brickmaster, Updated and Expanded",Miscellaneous,Books,Dorling Kindersley,2014,,,,0,,,,"New: Not known, Used: Not known",4.0,1review,Dk Brickmaster,Book,,
ISBN1438004117-1,"Brick Wonders: Ancient, Natural and Modern Marvels in LEGO (US edition)",Miscellaneous,Books,Barron's Educational Series,2014,,,,0,,,,"New: Not known, Used: Not known",,,,Book,,Author: Warren Elsmore
ISBN1438005180-1,Brick Flicks: 60 Iconic Movie Scenes and Posters Made from LEGO (US edition),Miscellaneous,Books,Barron's Educational Series,2014,,,,0,,,,"New: Not known, Used: Not known",,,,Book,,Author: Warren Elsmore
ISBN1465418946-1,LEGO Friends: Character Encyclopedia,Miscellaneous,Books,Dorling Kindersley,2014,,,6,1,,/minifigs/inset-ISBN1465418946-1,$18.99,"New: Not known , Used: Not known",4.0,1review,Naya,Book,,
ISBN1465422994-1,LEGO Ninjago: The Visual Dictionary,Miscellaneous,Books,Dorling Kindersley,2014,,,5,1,,/minifigs/inset-ISBN1465422994-1,,"New: Not known, Used: Not known",4.0,1review,Zane,Book,,
ISBN1497409144-1,The 2013 LEGO Minifigure Catalog: 1st Edition,Miscellaneous,Books,CreateSpace/Bartneck,2014,,,,0,,,,"New: Not known, Used: Not known",,,,Book,,Author: Christoph Bartneck
ISBN1497434254-1,The Star Wars LEGO Minifigure Catalog: 3rd Edition,Miscellaneous,Books,CreateSpace/Bartneck,2014,,,,0,,,,"New: Not known, Used: Not known",,,,Book,,Author: Christoph Bartneck
ISBN1497576644-1,The 2012 LEGO Minifigure Catalog: 2nd Edition,Miscellaneous,Books,CreateSpace/Bartneck,2014,,,,0,,,,"New: Not known, Used: Not known",,,,Book,,Author: Christoph Bartneck
ISBN1593275285-1,Steampunk LEGO,Miscellaneous,Books,No Starch Press,2014,,,,0,,,,"New: Not known, Used: Not known",,,,Book,,Author: Guy Himber
ISBN1593275323-1,The LEGO MINDSTORMS EV3 Discovery Book,Miscellaneous,Books,No Starch Press,2014,,,,0,,,,"New: Not known, Used: Not known",,,,Book,,Author: Laurens Valk
ISBN1593275536-1,The Art of LEGO Design,Miscellaneous,Books,No Starch Press,2014,,,,0,,,,"New: Not known, Used: Not known",,,,Book,,Author: Jordan Schwartz
