set_no,name,theme_group,theme,subtheme,year,dimensions,weight,piece_cnt,minifig_cnt,inventory_url,minifig_url,store_price,current_price,rating_value,rating_votes,tags,set_type,packaging,notes
1592-1,Town Square - Castle Scene,Modern day,Town,Classic,1980,,,471,11,,/minifigs/inset-1592-1,,"New: $1168, Used: $191",4.8,4,"Car, Shop, Castle, Horse, Lamppost, Convertible, Carriage, Statue, Store, Netherlands",Normal,Box,There was more than one version of this set as the instruction book for the English version is dated 1980 whereas the Dutch version was released in 1983. The set was also available in Germany in Vedes group toy stores.
1651-2,Maersk Line Container Lorry,Modern day,Town,Special,1980,,,305,1,,/minifigs/inset-1651-2,,"New: Not known, Used: $444",5.0,1review,"Truck, Trailer, Maersk",Normal,Box,"Promotional release with Maersk Line, Denmark."
2053-1,Rock 'n' Roll Pull-Toy,Pre-school,Duplo,,1980,,,4,1,,/minifigs/inset-2053-1,,"New: Not known, Used: Not known",,,,Normal,,
2056-1,Rock 'n' Rattle Pull-Toy,Pre-school,Duplo,,1980,,,6,1,,/minifigs/inset-2056-1,,"New: Not known, Used: Not known",,,,Normal,,
2620-1,Sports Car,Pre-school,Duplo,,1980,,,2,1,,/minifigs/inset-2620-1,,"New: Not known, Used: $10",,,,Normal,,
2623-1,Delivery Van,Pre-school,Duplo,,1980,,,6,1,,/minifigs/inset-2623-1,,"New: Not known, Used: $5",,,,Normal,,
2625-1,Car with Boat and Trailer,Pre-school,Duplo,,1980,,,6,1,,/minifigs/inset-2625-1,,"New: $28, Used: $14",,,,Normal,,
2627-1,Pony Trailer,Pre-school,Duplo,,1980,,,5,1,,/minifigs/inset-2627-1,,"New: Not known, Used: $15",,,,Normal,,
2630-1,Family Room,Pre-school,Duplo,,1980,,,9,3,,/minifigs/inset-2630-1,$13.25,"New: Not known, Used: Not known",,,,Normal,,Same as 032-1 
2640-1,Grocery Store,Pre-school,Duplo,,1980,,,23,2,,/minifigs/inset-2640-1,,"New: Not known, Used: $34",,,,Normal,,
2643-2,Playbox,Pre-school,Duplo,,1980,,,1,0,,,,"New: Not known, Used: Not known",,,,Normal,,Same as 041-2 
2645-1,Nursery School,Pre-school,Duplo,,1980,,,29,6,,/minifigs/inset-2645-1,,"New: Not known, Used: $42",,,,Normal,,
2650-1,Farm,Pre-school,Duplo,,1980,,,60,5,,/minifigs/inset-2650-1,$14.75,"New: Not known, Used: $85",,,,Normal,,Same as 045-1 
3602-1,Pram - Lisa Lamb Goes Walking,Junior,Fabuland,,1980,,,3,1,,/minifigs/inset-3602-1,,"New: Not known, Used: $8",,,,Normal,,
3604-1,Mark Monkey with his Fruit Stall,Junior,Fabuland,,1980,,,3,1,,/minifigs/inset-3604-1,,"New: $18, Used: $7",3.0,1review,Street Vendor,Normal,,
3605-1,Ricky Racoon and his Scooter,Junior,Fabuland,,1980,,,1,1,,/minifigs/inset-3605-1,,"New: $18, Used: $4",,,Motorcycle,Normal,,
3634-1,Charlie Crow's Carry-All,Junior,Fabuland,,1980,,,17,1,,/minifigs/inset-3634-1,,"New: $90, Used: $13",3.0,1review,Car,Normal,,
3665-1,Harry Horse and Clara Cow's Ice Cream Shoppe,Junior,Fabuland,,1980,,,36,2,,/minifigs/inset-3665-1,,"New: Not known, Used: $45",4.0,1review,Shop,Normal,,
4306-1,Rings,Girls,Scala,Jewellery,1980,,,15,0,,,,"New: Not known, Used: Not known",,,,Normal,,
4307-1,Rings,Girls,Scala,Jewellery,1980,,,15,0,,,,"New: Not known, Used: Not known",,,,Normal,,
4336-1,Picture Frame and Mirror,Girls,Scala,Jewellery,1980,,,52,0,,,,"New: Not known, Used: Not known",,,,Normal,,
5233-1,Bedroom,Vintage themes,Homemaker,,1980,,,26,1,,/minifigs/inset-5233-1,$4.50,"New: $4, Used: Not known",5.0,1review,"Truck, House, Baseplate, Microscale, Baby, Bedroom, Furniture, Maxifig",Normal,,
6000-1,LEGOLAND Idea Book,Miscellaneous,Books,LEGO,1980,,,,0,,,$2.00,"New: Not known, Used: Not known",4.9,10,Lego Ideas Book,Book,,
6304-1,"Road Plates, Cross",Modern day,Town,Accessories,1980,,,2,0,,,,"New: $22, Used: $11",4.0,1review,Baseplate,Normal,Shrink-wrapped,
6305-1,Trees and Flowers,Modern day,Town,Accessories,1980,,,12,0,,,$3.75,"New: $28, Used: $10",4.3,4,Accessory,Normal,Box,
6306-1,Road Signs,Modern day,Town,Accessories,1980,,,12,0,,,$2.50,"New: $49, Used: $13",4.0,3,Accessory,Normal,Box,
6363-1,Auto Repair Shop,Modern day,Town,Shops and Services,1980,,,141,1,,/minifigs/inset-6363-1,,"New: $744, Used: $29",4.6,5,Baseplate,Normal,Box,
6364-1,Paramedic Unit,Modern day,Town,Medical,1980,,,137,2,,/minifigs/inset-6364-1,,"New: $272, Used: $35",5.0,5,"Baseplate, Hospital, Ambulance, Convertible, Medical",Normal,Box,
6375-2,Exxon Gas Station,Modern day,Town,Shops and Services,1980,,,267,3,,/minifigs/inset-6375-2,$20.00,"New: Not known, Used: $72",4.8,5,"Car, Shop, Exxon",Normal,Box,NA only.
6390-1,Main Street,Modern day,Town,Shops and Services,1980,,,591,8,,/minifigs/inset-6390-1,$40.00,"New: Not known, Used: $260",4.6,5,"Truck, House, Car, Crane, Construction, Lamppost, Convertible, Bedroom, Hotel",Normal,Box,NA only. Re-released as 10041-1 
6609-1,Race Car,Modern day,Town,Racing,1980,,,17,1,,/minifigs/inset-6609-1,,"New: $33, Used: $3",4.3,3,"Car, Racing",Normal,Box,
6627-1,Convertible,Modern day,Town,Vehicles,1980,,,37,1,,/minifigs/inset-6627-1,,"New: $88, Used: $6",5.0,7,"Car, Convertible",Normal,Box,
6647-1,Highway Repair,Modern day,Town,Maintenance,1980,,,55,1,,/minifigs/inset-6647-1,,"New: $167, Used: $6",4.0,1review,"Trailer, Tractor",Normal,Box,
6648-2,Dump Truck,Modern day,Town,Construction,1980,,,42,1,,/minifigs/inset-6648-2,,"New: $149, Used: $7",4.0,2,Construction,Normal,Box,NA only.
6678-1,Pneumatic Crane,Modern day,Town,Construction,1980,,,60,1,,/minifigs/inset-6678-1,,"New: $88, Used: $11",5.0,2,"Construction, Excavator",Normal,Box,
6679-2,Exxon Tow Truck,Modern day,Town,Vehicles,1980,,,79,1,,/minifigs/inset-6679-2,,"New: Not known, Used: $18",4.5,2,"Truck, Car, Convertible, Exxon",Normal,Box,NA only.
6690-1,Snorkel Pumper,Modern day,Town,Fire,1980,,,91,2,,/minifigs/inset-6690-1,,"New: $163, Used: $10",4.5,2,"Truck, Fire, Trailer",Normal,Box,
6821-1,Shovel Buggy,Action/Adventure,Space,Classic,1980,,,28,1,,/minifigs/inset-6821-1,,"New: $219, Used: $6",3.7,3,Ground Vehicle,Normal,,
6841-1,Mineral Detector,Action/Adventure,Space,Classic,1980,,,44,1,,/minifigs/inset-6841-1,,"New: $294, Used: $7",4.5,2,Ground Vehicle,Normal,,
6861-1,X1 Patrol Craft,Action/Adventure,Space,Classic,1980,,,55,1,,/minifigs/inset-6861-1,$4.00,"New: $158, Used: $37",5.0,2,Spaceship,Normal,,
6901-1,Mobile Lab,Action/Adventure,Space,Classic,1980,,,135,2,,/minifigs/inset-6901-1,,"New: $8, Used: $64",3.8,5,Lab,Normal,,
6970-1,Beta I Command Base,Action/Adventure,Space,Classic,1980,,,264,4,,/minifigs/inset-6970-1,$37.00,"New: $1117, Used: $133",5.0,9,"Baseplate, Spaceship, Base",Normal,,
7710-1,Push-Along Passenger Steam Train,Modern day,Trains,4.5/12 V,1980,,,447,5,,/minifigs/inset-7710-1,,"New: Not known, Used: $107",4.2,5,Multibuild,Normal,,
7720-1,Diesel Freight Train Set,Modern day,Trains,4.5/12 V,1980,,,425,3,,/minifigs/inset-7720-1,,"New: Not known, Used: $116",4.0,3,"Electric, Multibuild",Normal,,Battery operated.
7730-1,Electric Goods Train Set,Modern day,Trains,4.5/12 V,1980,,,512,2,,/minifigs/inset-7730-1,,"New: Not known, Used: $314",4.5,2,"Electric, Multibuild, Forklift, 12V",Normal,,
7740-1,Inter-City Passenger Train Set,Modern day,Trains,4.5/12 V,1980,,,786,10,,/minifigs/inset-7740-1,,"New: $1681, Used: $265",5.0,4,"Electric, Multibuild, Restaurant, 12V",Normal,,
7750-1,Steam Engine with Tender,Modern day,Trains,4.5/12 V,1980,,,263,2,,/minifigs/inset-7750-1,,"New: Not known, Used: $348",4.7,3,"Electric, Multibuild, 12V",Normal,,
7760-1,Diesel Shunter Locomotive,Modern day,Trains,4.5/12 V,1980,,,150,2,,/minifigs/inset-7760-1,,"New: $1126, Used: $209",4.7,3,"Electric, Multibuild, 12V",Normal,,
7810-1,Push-Along Steam Engine,Modern day,Trains,4.5/12 V,1980,,,97,1,,/minifigs/inset-7810-1,,"New: $252, Used: $66",3.0,1review,"Deutsche Bundesbahn, Steam Locomotive",Normal,,
7814-1,Crane Wagon,Modern day,Trains,4.5/12 V,1980,,,113,2,,/minifigs/inset-7814-1,,"New: Not known, Used: $53",5.0,1review,"Multibuild, Crane",Normal,,
7816-1,Shell Tanker Wagon,Modern day,Trains,4.5/12 V,1980,,,120,1,,/minifigs/inset-7816-1,,"New: Not known, Used: $42",2.0,2,"Shell, Tanker",Normal,,
7818-1,Passenger Coach,Modern day,Trains,4.5/12 V,1980,,,114,2,,/minifigs/inset-7818-1,,"New: $179, Used: $38",4.7,3,Multibuild,Normal,,
7820-1,Mail Van,Modern day,Trains,4.5/12 V,1980,,,212,2,,/minifigs/inset-7820-1,,"New: $308, Used: $81",4.0,3,"Multibuild, Post, Mail",Normal,,
7822-1,Railway Station,Modern day,Trains,4.5/12 V,1980,,,384,3,,/minifigs/inset-7822-1,,"New: Not known, Used: $95",4.5,2,Lamppost,Normal,,
7834-1,Level Crossing,Modern day,Trains,4.5/12 V,1980,,,91,1,,/minifigs/inset-7834-1,,"New: $169, Used: $41",3.0,2,"Level Crossing, Railway Building, Road Baseplate, Trackside Structure, Train Track",Normal,,Manual operation.
7850-1,8 Straight Rails Grey 4.5 V,Modern day,Trains,4.5/12 V,1980,,,32,0,,,,"New: $25, Used: $16",,,Track,Normal,,
7851-1,8 Curved Rails Grey 4.5 V,Modern day,Trains,4.5/12 V,1980,,,32,0,,,,"New: $12, Used: $9",5.0,1review,Track,Normal,,
7852-1,Left and Right Points Manual Grey 4.5 V,Modern day,Trains,4.5/12 V,1980,,,14,0,/inventories/7852-1,,,"New: $8, Used: $7",5.0,2,Track,Normal,,
7853-1,"Crossing, Grey 4.5 V",Modern day,Trains,4.5/12 V,1980,,,5,0,,,,"New: $8, Used: $7",,,Track,Normal,,
7854-1,8 Straight Electric Rails Grey 12 V,Modern day,Trains,4.5/12 V,1980,,,8,0,,,,"New: $23, Used: $14",4.0,1review,"Electric, Track, 12V",Normal,,
7855-1,8 Curved Electric Rails Grey 12 V,Modern day,Trains,4.5/12 V,1980,,,8,0,,,,"New: $11, Used: $7",,,"Electric, Track, 12V",Normal,,
7856-1,Left and Right Manual Points with Electric Rails Grey 12 V,Modern day,Trains,4.5/12 V,1980,,,16,0,/inventories/7856-1,,,"New: $44, Used: $31",,,"Electric, Track, 12V",Normal,,
7857-1,"Crossing, Electric Rails Grey 12 V",Modern day,Trains,4.5/12 V,1980,,,5,0,,,,"New: $12, Used: $7",,,"Electric, Track, 12V",Normal,,
7858-1,Remote Controlled Points Right 12 V,Modern day,Trains,4.5/12 V,1980,,,12,0,/inventories/7858-1,,,"New: $73, Used: $41",,,"Electric, 12V",Normal,Box,
7859-1,Remote Controlled Points Left 12 V,Modern day,Trains,4.5/12 V,1980,,,12,0,/inventories/7859-1,,,"New: $91, Used: $41",,,"Electric, 12V",Normal,,
7860-1,Remote Controlled Signal 12 V,Modern day,Trains,4.5/12 V,1980,,,24,0,/inventories/7860-1,,,"New: $142, Used: $76",4.5,2,"Electric, 12V",Normal,,
7861-1,Lighting Set Electric 12 V,Modern day,Trains,4.5/12 V,1980,,,28,0,,,,"New: $47, Used: $24",4.0,1review,"Electric, 12V",Normal,,
7863-1,Remote Controlled Point Motor 12 V,Modern day,Trains,4.5/12 V,1980,,,7,0,/inventories/7863-1,,,"New: $52, Used: $42",3.0,1review,"Electric, 12V",Normal,,
7864-1,Transformer / Speed Controller 12 V,Modern day,Trains,4.5/12 V,1980,,,33,0,,,,"New: $76, Used: $27",3.5,2,"Electric, 12V",Normal,,
7865-1,Motor Replacement Unit for Battery or Motor-Less Trains 12 V,Modern day,Trains,4.5/12 V,1980,,,19,0,,,,"New: $188, Used: $92",4.0,1review,"Electric, 12V",Normal,,
8857-2,Motorcycles,Technical,Technic,,1980,,,377,0,,,$49.50,"New: Not known, Used: $79",,,"Motorcycle, Sidecar",Normal,Box,US version of 857-1 
8858-2,Auto Engines,Technical,Technic,,1980,,,460,0,,,$69.00,"New: Not known, Used: $100",5.0,2,,Normal,Box,US version of 858-1 
8860-1,Car Chassis,Technical,Technic,,1980,,,668,0,,,$59.00,"New: $661, Used: $94",4.7,19,"20 Wide Car, Flagship Set, Super Car",Normal,Box,
8888-1,Ideas Book,Miscellaneous,Books,LEGO,1980,,,,0,,,,"New: Not known, Used: Not known",5.0,1review,Technic,Book,,
KCP03-1,WWF Female Minifigure Key Chain,Miscellaneous,Gear,Key Chains/Promotional,1980,,,,0,,,"£0.00, $0.00","New: Not known, Used: Not known",,,,Gear,Tag,
1-11,Basic Souvenir Box,Basic,Basic,,1981,,,38,0,,,,"New: Not known, Used: Not known",,,"Aircraft, Duck",Normal,,
226-2,Building Ideas Book,Miscellaneous,Books,LEGO,1981,,,,0,,,$2.40,"New: Not known, Used: Not known",3.0,1review,Lego Ideas Book,Book,,
322-1,Basic Set,Basic,Basic,,1981,,,82,0,,,$6.00,"New: Not known, Used: Not known",,,Brick Built Animals,Normal,,
333-1,Basic Set,Basic,Basic,,1981,,,98,2,,/minifigs/inset-333-1,$10.00,"New: $47, Used: $4",,,"House, Boat, Turtle",Normal,,
355-2,Universal Building Set,Basic,Basic,,1981,,,181,2,,/minifigs/inset-355-2,$18.50,"New: $76, Used: $7",,,"House, Boat, Tractor, Horse, Duck",Normal,,
366-1,Basic Building Set,Basic,Basic,,1981,,,184,2,,/minifigs/inset-366-1,,"New: $37, Used: Not known",,,"House, Crocodile",Normal,Box,
544-1,"Basic Building Set, 5+",Basic,Basic,,1981,,,141,1,,/minifigs/inset-544-1,$9.50,"New: Not known, Used: $10",5.0,1review,"House, Baseplate, Car, Boat",Normal,,
555-2,"Basic Building Set, 5+",Basic,Basic,,1981,,,246,2,,/minifigs/inset-555-2,,"New: $85, Used: $15",5.0,4,"Baseplate, Windmill",Normal,,
566-1,"Basic Building Set, 5+",Basic,Basic,,1981,,,288,2,,/minifigs/inset-566-1,$26.00,"New: $74, Used: $45",5.0,1review,"Helicopter, Truck, House, Baseplate, Trailer, Tractor, Elephant, Dragster",Normal,,
577-1,"Basic Building Set, 5+",Basic,Basic,,1981,,,384,2,,/minifigs/inset-577-1,$38.00,"New: Not known, Used: $52",5.0,1review,"Helicopter, House, Baseplate, Car, Duck",Normal,,
890-1,Wind-Up Motor,Basic,Basic,Supplementaries,1981,,,10,0,,,,"New: $20, Used: $7",2.7,3,"Pullback Motor, Wind Up Motor",Normal,,Set comes with two red keys for winding motor.
1060-1,Road Plates and Signs,Educational,Dacta,,1981,,,30,0,,,,"New: $119, Used: $141",,,"Pedestrian Crossing, Road Baseplate",Normal,,
1064-1,Dacta Buildings,Educational,Dacta,,1981,,,,6,,/minifigs/inset-1064-1,,"New: Not known, Used: Not known",,,"Police, Baseplate, Fire, Shop, Restaurant, Hospital, Medical",Normal,,
1134-1,Battery Wagon,Miscellaneous,Service Packs,Trains,1981,,,4,0,,,,"New: Not known, Used: Not known",,,Electric,Normal,,
1135-1, Battery Cable Kit,Miscellaneous,Service Packs,Trains,1981,,,13,0,,,,"New: $26, Used: Not known",,,Electric,Normal,,
1136-1,"Buffers, Magnetic Couplers",Miscellaneous,Service Packs,Trains,1981,,,6,0,,,,"New: $17, Used: $6",,,,Normal,,
1137-1,Train Couplings,Miscellaneous,Service Packs,Trains,1981,,,4,0,,,,"New: $15, Used: Not known",,,,Normal,,
1138-1,Replacement Rubber Wheel Treads for Trains,Miscellaneous,Service Packs,Trains,1981,,,8,0,,,,"New: $19, Used: Not known",,,,Normal,,
1139-1,Motor-Mount Plate with Magnetic Couplers,Miscellaneous,Service Packs,Trains,1981,,,5,0,,,,"New: $23 , Used: Not known",,,,Normal,,
1140-1,12V Light Bricks,Miscellaneous,Service Packs,Trains,1981,,,2,0,,,,"New: $21, Used: $5",,,"Electric, 12V",Normal,,
1141-1,Wheel Bricks with Small Red Train Wheels,Miscellaneous,Service Packs,Trains,1981,,,2,0,,,,"New: $9, Used: Not known",,,,Normal,,
1142-1,Wheel Bricks with Small Black Train-Wheels,Miscellaneous,Service Packs,Trains,1981,,,2,0,,,,"New: $18, Used: Not known",,,,Normal,,
1143-1,Wheel Bricks with Large Red Train Wheels,Miscellaneous,Service Packs,Trains,1981,,,2,0,,,,"New: $33, Used: Not known",,,,Normal,,
1144-1,Train Baseplate,Miscellaneous,Service Packs,Trains,1981,,,2,0,,,,"New: $29, Used: Not known",,,,Normal,,
1145-1, Bogie Plate,Miscellaneous,Service Packs,Trains,1981,,,2,0,,,,"New: $9, Used: Not known",,,,Normal,,
1146-1,"Pushrods, Cylinder Housings",Miscellaneous,Service Packs,Trains,1981,,,6,0,,,,"New: $24, Used: Not known",,,,Normal,,
1147-1,"Light Prisms & Holder, Red/Yellow Light Covers",Miscellaneous,Service Packs,Trains,1981,,,7,0,,,,"New: $4, Used: Not known",,,,Normal,,
1581-1,Silja Line Ferry,Miscellaneous,Promotional,Ferries,1981,,,182,0,,,,"New: Not known, Used: Not known",,,Silja Line,Normal,Box,Promotional release with Silja Line Ferries.
2330-1,Basic Set,Pre-school,Duplo,,1981,,,9,1,,/minifigs/inset-2330-1,,"New: Not known, Used: Not known",,,,Normal,,
2340-1,Basic Set,Pre-school,Duplo,,1981,,,17,1,,/minifigs/inset-2340-1,,"New: Not known, Used: Not known",,,,Normal,,
2350-1,Basic Building Set,Pre-school,Duplo,,1981,,,22,2,,/minifigs/inset-2350-1,,"New: Not known, Used: $15",,,,Normal,Box,
2360-1,Basic Set,Pre-school,Duplo,,1981,,,32,3,,/minifigs/inset-2360-1,,"New: Not known, Used: Not known",,,,Normal,,
2370-1,Basic Set,Pre-school,Duplo,,1981,,,45,4,,/minifigs/inset-2370-1,,"New: Not known, Used: Not known",,,,Normal,,
2624-1,Helicopter,Pre-school,Duplo,,1981,,,2,1,,/minifigs/inset-2624-1,,"New: Not known, Used: $10",,,Helicopter,Normal,,
2644-1,Service Station,Pre-school,Duplo,,1981,,,14,2,,/minifigs/inset-2644-1,,"New: Not known, Used: Not known",,,"Truck, Car",Normal,,
3601-1,Elton Elephant,Junior,Fabuland,,1981,,,6,1,,/minifigs/inset-3601-1,,"New: Not known, Used: $9",3.0,1review,,Normal,,
3603-1,Boris Bulldog and Mailbox,Junior,Fabuland,,1981,,,5,1,,/minifigs/inset-3603-1,,"New: Not known, Used: $6",3.0,1review,"Post, Mail",Normal,,
3615-1,Percy Pig,Junior,Fabuland,,1981,,,4,1,,/minifigs/inset-3615-1,,"New: Not known, Used: $7",,,,Normal,,
3628-1,Perry Panda and Chester Chimp,Junior,Fabuland,,1981,,,3,2,,/minifigs/inset-3628-1,,"New: $25, Used: $13",4.0,1review,Motorcycle,Normal,,
3629-1,Barney Bear,Junior,Fabuland,,1981,,,16,1,,/minifigs/inset-3629-1,,"New: $52, Used: $9",,,Car,Normal,,
3635-1,Bonnie Bunny's Camper,Junior,Fabuland,,1981,,,25,1,,/minifigs/inset-3635-1,," New: $125, Used: $15",3.5,2,"Car, Camper",Normal,,
6075-2,Castle,Historical,Castle,Classic,1981,,,767,14,,/minifigs/inset-6075-2,$48.00,"New: Not known, Used: $335",5.0,1review,"Baseplate, Castle, Horse, Drawbridge",Normal,,US only. US version of 375-2 
6077-1,Knight's Procession,Historical,Castle,Classic,1981,,,48,6,,/minifigs/inset-6077-1,$5.00,"New: Not known, Used: $43",4.0,1review,Cart,Normal,Box,US only. US version of 677-1 
6083-1,Knight's Joust,Historical,Castle,Classic,1981,,,211,6,,/minifigs/inset-6083-1,$16.00,"New: Not known, Used: $195",,,"Baseplate, Horse, Tent, Tournaments",Normal,Box,US only. US version of 383-2 
